"Jahr","Monat","Gemeinde","Betriebe","Zimmer","Betten","Ankünfte","Logiernächte","Zimmernächte","Zimmerauslastung in %","Bettenauslastung in %"
"2024","März","Thun",16,477,808,5630,10023,7281,49,40
"2024","März","Herzogenbuchsee",3,41,75,260,784,574,45,34
"2024","März","Emmen",3,250,342,1029,2270,1977,26,21
"2024","März","Kriens",4,258,551,5288,8422,5556,69,49
"2024","März","Luzern",54,3259,6392,52125,89609,54335,55,46
"2024","März","Meggen",3,34,68,491,955,540,51,45
"2024","März","Vitznau",8,306,672,2192,4074,2527,28,20
"2024","März","Weggis",21,767,1417,5484,12354,8011,37,31
"2024","März","Sursee",5,139,240,1845,2992,2193,51,41
"2024","März","Andermatt",13,487,1101,6025,14415,7134,47,42
"2024","März","Gurtnellen",5,43,133,276,328,187,18,10
"2024","März","Einsiedeln",7,209,460,2310,4649,2903,45,33
"2024","März","Feusisberg",5,216,421,2510,4567,3256,49,35
"2024","März","Freienbach",5,212,350,1945,3501,2489,38,32
"2024","März","Küssnacht (SZ)",5,133,247,1230,2210,1635,40,29
"2024","März","Ingenbohl",6,221,415,2485,3720,2475,36,29
"2024","März","Morschach",9,485,1417,9536,19581,8335,56,45
"2024","März","Schwyz",9,132,313,855,1530,985,26,19
"2024","März","Engelberg",26,954,1986,10644,25314,13809,47,41
"2024","März","Sachseln",9,273,502,2409,4961,3263,39,32
"2024","März","Sarnen",8,205,356,1649,3973,2983,47,36
"2024","März","Beckenried",6,103,265,1642,2517,1425,47,33
"2024","März","Emmetten",5,163,364,1510,2909,1841,39,29
"2024","März","Glarus Nord",10,299,692,2427,5424,3134,34,26
"2024","März","Glarus Süd",20,269,628,1985,4270,2396,31,24
"2024","März","Unterägeri",4,108,188,747,1554,1111,34,27
"2024","März","Zug",9,420,730,2952,7886,6592,51,35
"2024","März","Haut-Intyamon",3,31,64,144,218,164,18,12
"2024","März","Bulle",5,245,468,2786,4574,3306,44,32
"2024","März","Gruyères",5,79,189,1173,1618,886,37,28
"2024","März","Fribourg",7,269,528,3592,5399,4406,53,33
"2024","März","Murten",7,127,220,1129,1646,1287,34,25
"2024","März","Plaffeien",4,99,255,848,1432,756,25,18
"2024","März","Egerkingen",4,217,392,2837,3709,2799,42,31
"2024","März","Grenchen",4,77,163,783,1275,1026,43,25
"2024","März","Olten",7,287,514,3682,5737,4358,49,36
"2024","März","Solothurn",9,300,581,4331,7113,5136,55,39
"2024","März","Basel",58,4515,8856,55533,103966,70914,51,38
"2024","März","Liestal",5,162,297,1230,1958,1545,31,21
"2024","März","Pratteln",5,286,645,3996,6415,4492,51,32
"2024","März","Schaffhausen",12,398,761,4218,7703,5959,48,33
"2024","März","Hundwil",4,79,187,1372,1701,1029,43,30
"2024","März","Gais",5,184,273,332,451,382,7,5
"2024","März","Teufen (AR)",4,41,73,249,498,389,31,22
"2024","März","Heiden",4,94,182,1024,1910,1164,41,34
"2024","März","Appenzell",9,182,396,1072,1809,1230,32,23
"2024","März","Gonten",5,70,150,668,1340,1008,51,32
"2024","März","St. Gallen",23,1106,2067,11865,22846,16778,49,36
"2024","März","Rorschacherberg",3,104,188,1534,2205,1665,53,39
"2024","März","Altstätten",5,99,192,385,735,666,22,12
"2024","März","Buchs (SG)",6,165,295,1244,2278,1707,33,25
"2024","März","Bad Ragaz",12,492,1014,5192,13096,8122,54,42
"2024","März","Flums",6,107,214,1254,1944,1116,35,31
"2024","März","Quarten",10,231,554,2364,4548,2393,35,28
"2024","März","Walenstadt",3,46,85,355,695,475,33,26
"2024","März","Amden",6,89,198,416,829,557,28,19
"2024","März","Rapperswil-Jona",6,195,364,1740,2904,2709,45,26
"2024","März","Eschenbach (SG)",4,22,42,59,98,62,11,9
"2024","März","Wildhaus-Alt St. Johann",19,465,1047,3212,7627,4559,32,24
"2024","März","Neckertal",8,120,221,469,1170,798,22,18
"2024","März","Uzwil",7,145,289,972,3149,2398,53,35
"2024","März","Wil (SG)",4,123,236,1628,2746,2038,53,38
"2024","März","Vaz/Obervaz",16,861,1923,11659,30902,16324,62,52
"2024","März","Surses",15,341,791,3518,8221,4547,44,34
"2024","März","Poschiavo",18,244,506,1801,3007,1793,24,19
"2024","März","Laax",9,654,2069,9351,38645,15962,79,60
"2024","März","Vals",12,245,501,3096,6310,3581,47,41
"2024","März","Lumnezia",9,68,158,551,1210,657,33,26
"2024","März","Ilanz/Glion",5,102,179,899,1397,1026,33,26
"2024","März","Rheinwald",6,89,193,685,1452,889,32,24
"2024","März","Flims",18,682,1441,7251,20434,11885,56,46
"2024","März","Zernez",11,289,596,1920,4140,2424,28,23
"2024","März","Samnaun",30,621,1304,6369,25127,13970,73,62
"2024","März","Scuol",34,914,1933,7980,24037,12719,49,44
"2024","März","Celerina/Schlarigna",8,410,805,4596,13889,8151,64,56
"2024","März","Pontresina",21,1168,2461,12351,40373,22543,64,54
"2024","März","Samedan",8,161,343,1788,3955,2296,46,37
"2024","März","St. Moritz",34,2634,5009,24845,87916,51484,64,57
"2024","März","Bregaglia",13,279,635,1283,4032,2362,30,22
"2024","März","Val Müstair",12,183,390,1020,2646,1656,30,23
"2024","März","Davos",57,3516,6942,39236,95478,57300,53,44
"2024","März","Klosters",22,629,1388,6591,19338,10366,56,47
"2024","März","Chur",16,555,1065,11470,17103,11609,67,52
"2024","März","Arosa",41,1785,3527,21129,66184,35107,63,61
"2024","März","Maienfeld",5,124,242,1376,2545,1953,51,34
"2024","März","Breil/Brigels",11,193,421,1210,3011,1668,29,24
"2024","März","Tujetsch",10,167,490,1525,6136,2763,57,43
"2024","März","Aarau",4,134,222,1600,2680,2068,50,39
"2024","März","Baden",9,461,765,5157,10171,8002,56,43
"2024","März","Lenzburg",3,113,189,1237,2120,1865,53,36
"2024","März","Rheinfelden",3,75,123,852,2072,1245,54,54
"2024","März","Zofingen",3,97,160,630,1486,1189,40,30
"2024","März","Arbon",6,150,307,1521,2592,1956,42,27
"2024","März","Frauenfeld",5,167,320,1050,2270,1953,38,23
"2024","März","Kreuzlingen",6,150,295,1315,2346,1688,37,26
"2024","März","Bellinzona",16,409,839,4175,6507,4569,36,25
"2024","März","Ascona",35,1341,2685,8361,21705,12614,42,36
"2024","März","Locarno",22,810,1702,8017,16099,10377,47,35
"2024","März","Muralto",17,426,832,4542,9528,5558,46,41
"2024","März","Lugano",38,1694,3031,17093,32572,21325,44,37
"2024","März","Paradiso",9,518,1123,7885,13291,7815,49,38
"2024","März","Collina d'Oro",4,83,170,147,374,248,10,7
"2024","März","Monteceneri",4,38,71,138,213,138,12,10
"2024","März","Chiasso",3,109,246,1286,2092,1226,36,27
"2024","März","Mendrisio",9,200,418,1930,3452,2606,42,27
"2024","März","Leysin",5,454,1442,7084,19327,7413,58,46
"2024","März","Ollon",10,516,1102,5146,9816,5685,37,30
"2024","März","Ormont-Dessus",5,230,461,1781,4538,2589,36,32
"2024","März","Bullet",4,85,191,387,861,532,25,20
"2024","März","Lausanne",34,3145,5770,35816,69679,51747,53,39
"2024","März","Bourg-en-Lavaux",4,88,161,1430,2203,1692,62,44
"2024","März","Morges",7,230,502,2244,5615,3807,53,36
"2024","März","Nyon",8,335,697,3153,5906,4833,47,27
"2024","März","Château-d'Oex",4,95,175,492,1199,907,31,22
"2024","März","Le Chenit",6,137,288,1371,2020,1364,33,23
"2024","März","Montreux",18,1314,2437,12504,21659,13483,34,29
"2024","März","Vevey",11,404,652,3187,6266,4606,37,31
"2024","März","Blonay - Saint-Légier",4,154,312,1649,2629,1701,36,27
"2024","März","Yverdon-les-Bains",6,302,603,3167,4807,3589,38,26
"2024","März","Brig-Glis",13,510,1101,7495,16623,10596,67,49
"2024","März","Nendaz",8,133,266,2255,4616,2577,63,56
"2024","März","Orsières",16,250,660,1630,2854,1598,22,15
"2024","März","Val de Bagnes",25,675,1458,8072,26053,14437,69,58
"2024","März","Goms",12,210,418,1809,4342,2453,40,35
"2024","März","Evolène",12,190,403,2148,4446,2515,48,40
"2024","März","Leukerbad",26,792,1538,9599,18711,10080,43,40
"2024","März","Martigny",7,345,623,3766,6440,4513,42,33
"2024","März","Champéry",12,347,696,2737,7249,4796,46,35
"2024","März","Saint-Maurice",3,90,156,870,1520,1151,41,31
"2024","März","Sierre",5,138,274,1279,2128,1397,33,25
"2024","März","Anniviers",23,544,1381,8377,24074,11389,74,62
"2024","März","Crans-Montana",27,984,2173,9552,21574,12579,42,33
"2024","März","Sion",6,329,636,5646,8869,6193,61,45
"2024","März","Saas-Fee",30,728,1578,11050,30702,16393,73,63
"2024","März","Saas-Grund",13,268,563,2533,8461,4652,56,48
"2024","März","Visp",4,132,259,2220,3532,2555,64,45
"2024","März","Zermatt",107,3607,7431,55870,189046,95235,85,82
"2024","März","La Grande Béroche",4,51,95,511,883,654,41,30
"2024","März","La Chaux-de-Fonds",7,215,361,1563,2649,2079,31,24
"2024","März","Neuchâtel",15,565,1004,6420,12695,9080,52,41
"2024","März","Laténa",...,...,...,...,...,...,...,...
"2024","März","Genève",87,6907,12152,83878,174737,127604,60,46
"2024","März","Lancy",3,334,699,4304,8454,6113,59,39
"2024","März","Meyrin",12,1970,3147,30682,53146,40830,67,54
"2024","März","Vernier",6,998,1670,11629,24267,16481,53,47
"2024","März","Delémont",9,222,439,1865,2939,2403,35,22
"2024","März","Saignelégier",7,98,212,614,961,661,23,15
"2024","März","Porrentruy",10,87,169,531,724,493,18,14
"2024","März","Clos du Doubs",5,48,111,276,354,205,14,10
"2024","März","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","April","Kloten",7,1387,2599,26413,37092,28107,68,48
"2024","April","Opfikon",10,2285,4524,40896,63263,41658,61,47
"2024","April","Dübendorf",5,172,273,1584,3125,2240,44,39
"2024","April","Uster",5,170,310,1336,3864,2890,57,42
"2024","April","Winterthur",19,811,1517,9197,16638,12822,53,37
"2024","April","Zürich",126,9340,18316,169763,309291,199539,71,56
"2024","April","Wädenswil",4,69,122,706,1293,989,49,36
"2024","April","Horgen",5,169,295,840,1336,1033,29,23
"2024","April","Langenthal",4,147,286,1933,2852,2237,51,33
"2024","April","Bern",41,2873,5542,45137,79215,51952,60,48
"2024","April","Köniz",5,65,146,538,1126,917,47,26
"2024","April","Biel/Bienne",8,443,844,5846,9581,7230,54,38
"2024","April","Burgdorf",4,100,242,2111,3057,1779,59,42
"2024","April","Adelboden",17,607,1265,2457,4901,2962,26,20
"2024","April","Aeschi bei Spiez",4,76,148,1273,1590,925,41,36
"2024","April","Kandersteg",11,302,609,2308,3958,1880,25,25
"2024","April","Reichenbach im Kandertal",9,157,390,823,2143,1258,34,23
"2024","April","Beatenberg",11,318,750,4679,8698,4222,47,40
"2024","April","Brienz (BE)",12,288,613,3908,6424,3589,43,37
"2024","April","Grindelwald",35,1320,2883,22313,41801,21482,60,54
"2024","April","Interlaken",31,1775,3879,33155,66427,35656,67,57
"2024","April","Lauterbrunnen",30,941,2061,7472,15734,8582,36,30
"2024","April","Matten bei Interlaken",6,203,405,1805,4761,2652,44,39
"2024","April","Unterseen",13,371,841,8055,16915,8335,75,67
"2024","April","Wilderswil",9,313,645,5141,9788,5495,59,51
"2024","April","Moutier (BE)",3,34,66,179,330,289,28,17
"2024","April","Diemtigen",5,72,191,138,298,161,10,7
"2024","April","Spiez",13,396,720,5725,9899,5995,50,46
"2024","April","Hasliberg",10,271,614,1431,2951,1542,19,16
"2024","April","Innertkirchen",6,103,218,254,430,254,9,8
"2024","April","Meiringen",10,277,642,2414,3874,2274,30,22
"2024","April","Lenk",10,317,618,1851,3097,1698,19,17
"2024","April","Saanen",14,468,971,3406,6908,4226,39,33
"2024","April","Langnau im Emmental",4,47,92,437,663,531,38,24
"2024","April","Schangnau",4,58,116,155,211,128,14,11
"2024","April","Sigriswil",9,288,540,4212,8666,4961,59,55
"2024","April","Thun",15,440,739,6416,11946,8199,62,54
"2024","April","Herzogenbuchsee",3,41,75,257,428,317,26,19
"2024","April","Emmen",3,250,342,1297,2564,2141,29,25
"2024","April","Kriens",4,258,551,6215,10502,5723,74,64
"2024","April","Luzern",54,3259,6392,64906,113439,65277,67,59
"2024","April","Meggen",3,34,68,734,1235,666,71,66
"2024","April","Vitznau",9,310,680,2940,6046,3568,38,30
"2024","April","Weggis",19,741,1365,7253,14662,9522,43,36
"2024","April","Sursee",5,139,240,2510,3293,2300,56,46
"2024","April","Andermatt",13,487,1101,2457,5359,2451,22,22
"2024","April","Gurtnellen",5,43,133,337,352,211,17,9
"2024","April","Einsiedeln",7,209,460,2219,4049,2728,44,29
"2024","April","Feusisberg",5,216,421,2811,4798,3440,54,39
"2024","April","Freienbach",5,212,350,2133,3794,2961,47,36
"2024","April","Küssnacht (SZ)",7,152,282,1619,2828,2011,44,33
"2024","April","Ingenbohl",6,221,415,2897,4209,2933,44,34
"2024","April","Morschach",6,442,1191,8780,20903,7531,58,59
"2024","April","Schwyz",8,127,273,858,1487,681,22,23
"2024","April","Engelberg",24,935,1911,8667,17250,9684,39,34
"2024","April","Sachseln",9,273,502,2673,4978,2964,36,33
"2024","April","Sarnen",8,205,356,1979,4009,2825,46,38
"2024","April","Beckenried",6,103,265,2102,3264,1851,60,41
"2024","April","Emmetten",4,155,316,1228,1964,1163,28,24
"2024","April","Glarus Nord",11,306,701,2861,6347,3399,38,31
"2024","April","Glarus Süd",17,240,532,788,2099,1295,22,16
"2024","April","Unterägeri",4,108,188,1020,1906,1222,38,34
"2024","April","Zug",9,420,730,3347,8304,6962,55,38
"2024","April","Haut-Intyamon",3,31,64,144,270,181,20,14
"2024","April","Bulle",5,245,468,2988,5323,3916,53,38
"2024","April","Gruyères",5,79,189,1433,1837,973,41,32
"2024","April","Fribourg",7,269,528,4046,6000,4423,55,38
"2024","April","Murten",7,127,220,1316,1970,1448,41,32
"2024","April","Plaffeien",4,99,255,901,1819,1084,36,24
"2024","April","Egerkingen",4,217,392,4167,5799,3892,60,49
"2024","April","Grenchen",4,77,163,522,1252,1007,44,26
"2024","April","Olten",6,208,408,3395,5241,3862,62,43
"2024","April","Solothurn",9,300,581,4901,7955,5912,66,46
"2024","April","Basel",58,4578,9000,63379,111452,74632,54,41
"2024","April","Liestal",5,162,297,1321,2184,1734,36,25
"2024","April","Pratteln",5,286,645,3741,5695,4184,49,30
"2024","April","Schaffhausen",12,398,761,5009,10023,7299,61,44
"2024","April","Hundwil",4,79,187,1131,1416,913,39,26
"2024","April","Gais",5,184,273,881,969,907,16,12
"2024","April","Teufen (AR)",4,41,73,345,552,413,34,25
"2024","April","Heiden",4,94,182,1139,2649,1629,59,50
"2024","April","Appenzell",10,211,449,1909,2874,1714,33,26
"2024","April","Gonten",5,70,150,682,1380,1034,52,32
"2024","April","St. Gallen",23,1106,2069,12723,23839,17391,52,38
"2024","April","Rorschacherberg",3,104,188,1494,2426,1606,51,43
"2024","April","Altstätten",5,99,192,404,764,645,22,13
"2024","April","Buchs (SG)",6,165,295,1210,2481,1933,39,28
"2024","April","Bad Ragaz",11,478,955,3604,9625,6205,44,35
"2024","April","Flums",4,84,164,83,139,98,7,5
"2024","April","Quarten",6,137,347,1540,4300,2529,62,41
"2024","April","Walenstadt",3,46,85,333,720,479,35,28
"2024","April","Amden",7,102,224,469,811,562,26,17
"2024","April","Rapperswil-Jona",6,195,364,1702,2899,2702,46,27
"2024","April","Eschenbach (SG)",3,18,34,90,108,71,13,11
"2024","April","Wildhaus-Alt St. Johann",15,349,726,1611,4205,2960,32,22
"2024","April","Neckertal",8,120,221,613,1164,755,23,20
"2024","April","Uzwil",7,153,252,893,3149,2428,53,42
"2024","April","Wil (SG)",4,123,236,1397,2334,1849,50,33
"2024","April","Vaz/Obervaz",9,594,1339,1514,2977,1794,14,10
"2024","April","Surses",13,260,562,700,1439,964,16,12
"2024","April","Poschiavo",20,268,556,1611,3138,1922,24,19
"2024","April","Laax",9,654,2069,2493,12533,5708,36,25
"2024","April","Vals",9,212,433,1423,2357,1371,25,21
"2024","April","Lumnezia",5,25,50,40,55,35,7,5
"2024","April","Ilanz/Glion",5,102,179,777,1162,976,34,23
"2024","April","Rheinwald",4,59,126,203,495,374,21,13
"2024","April","Flims",16,565,1215,1234,4307,2565,26,20
"2024","April","Zernez",7,223,461,453,725,464,8,6
"2024","April","Samnaun",30,621,1304,4426,13714,7881,44,37
"2024","April","Scuol",23,627,1348,1695,4434,2451,18,15
"2024","April","Celerina/Schlarigna",7,400,788,2200,4417,2812,23,19
"2024","April","Pontresina",13,570,1294,2660,4963,2805,33,25
"2024","April","Samedan",7,144,309,1361,2684,1583,43,34
"2024","April","St. Moritz",26,1710,3262,13448,22706,12681,35,33
"2024","April","Bregaglia",12,238,549,283,629,399,6,4
"2024","April","Val Müstair",11,142,307,414,989,645,24,17
"2024","April","Davos",44,2914,5776,7157,20307,12179,20,17
"2024","April","Klosters",14,395,899,606,1738,1001,13,10
"2024","April","Chur",16,555,1065,11081,16627,11183,67,52
"2024","April","Arosa",34,1346,2662,3546,11970,6573,26,24
"2024","April","Maienfeld",5,124,242,1542,2686,1799,48,37
"2024","April","Breil/Brigels",6,92,216,166,509,308,20,14
"2024","April","Tujetsch",7,105,218,216,546,350,17,12
"2024","April","Aarau",4,134,222,1547,2850,2255,56,43
"2024","April","Baden",9,461,765,4967,10475,8134,59,46
"2024","April","Lenzburg",3,113,189,1342,2637,2117,62,47
"2024","April","Rheinfelden",4,76,125,1040,2122,1174,51,57
"2024","April","Zofingen",3,97,160,826,1644,1326,46,34
"2024","April","Arbon",7,169,337,1973,3039,2169,43,30
"2024","April","Frauenfeld",5,167,320,1257,2875,2410,48,30
"2024","April","Kreuzlingen",6,150,295,1734,3211,2227,55,41
"2024","April","Bellinzona",18,423,872,5331,8345,5760,45,32
"2024","April","Ascona",35,1341,2685,15415,42059,23239,58,52
"2024","April","Locarno",23,832,1748,11358,25403,15091,60,48
"2024","April","Muralto",17,426,832,6253,14230,8182,64,57
"2024","April","Lugano",40,1711,3065,22955,43054,28039,55,47
"2024","April","Paradiso",9,518,1123,9676,16704,9816,63,50
"2024","April","Collina d'Oro",4,83,170,244,712,470,19,14
"2024","April","Monteceneri",4,38,71,115,186,122,11,9
"2024","April","Chiasso",4,126,269,1583,2469,1873,50,31
"2024","April","Mendrisio",9,200,418,3017,4267,2863,48,34
"2024","April","Leysin",5,454,1442,2325,5006,2343,32,18
"2024","April","Ollon",7,345,705,696,1391,806,9,8
"2024","April","Ormont-Dessus",5,230,461,877,1527,1084,18,12
"2024","April","Bullet",3,77,153,729,1547,1005,44,34
"2024","April","Lausanne",34,3145,5770,38257,73589,51942,55,43
"2024","April","Bourg-en-Lavaux",4,88,161,1707,2446,1739,66,51
"2024","April","Morges",7,230,502,2370,5704,4020,58,38
"2024","April","Nyon",8,335,697,3934,8253,6519,65,39
"2024","April","Château-d'Oex",3,84,151,660,1195,797,32,26
"2024","April","Le Chenit",6,137,288,1163,1821,1373,38,24
"2024","April","Montreux",19,1329,2459,17030,31567,19702,49,43
"2024","April","Vevey",11,404,652,3579,6534,4822,40,33
"2024","April","Blonay - Saint-Légier",4,154,312,2124,3431,2080,45,37
"2024","April","Yverdon-les-Bains",6,302,603,3314,5177,3666,40,29
"2024","April","Brig-Glis",13,510,1101,7114,16810,10617,69,51
"2024","April","Nendaz",7,124,252,1270,1937,1034,34,31
"2024","April","Orsières",10,138,344,653,952,517,13,10
"2024","April","Val de Bagnes",24,659,1431,2932,7272,4095,33,27
"2024","April","Goms",6,76,148,229,450,287,19,15
"2024","April","Evolène",12,190,403,1717,3624,1847,39,35
"2024","April","Leukerbad",25,726,1430,4982,8622,4723,29,28
"2024","April","Martigny",7,345,623,4145,5991,4320,42,32
"2024","April","Champéry",10,302,603,897,1664,1040,13,10
"2024","April","Saint-Maurice",3,90,156,749,1663,1184,44,36
"2024","April","Sierre",5,138,274,781,1275,845,20,16
"2024","April","Anniviers",23,544,1381,2914,10628,4431,45,41
"2024","April","Crans-Montana",24,895,1993,3149,5311,3393,16,11
"2024","April","Sion",6,329,636,6245,9702,6662,67,51
"2024","April","Saas-Fee",29,701,1515,5929,14777,8116,50,43
"2024","April","Saas-Grund",11,237,501,795,2534,1541,37,28
"2024","April","Visp",4,132,259,1952,3691,2733,69,48
"2024","April","Zermatt",107,3607,7431,47645,109522,54891,65,63
"2024","April","La Grande Béroche",4,51,95,535,952,698,46,33
"2024","April","La Chaux-de-Fonds",7,215,361,1322,2536,1898,29,23
"2024","April","Neuchâtel",15,565,1004,6997,11413,8389,49,38
"2024","April","Laténa",...,...,...,...,...,...,...,...
"2024","April","Genève",87,6907,12152,81854,174068,129613,63,48
"2024","April","Lancy",3,334,699,4188,9077,6578,66,43
"2024","April","Meyrin",12,1970,3147,29949,55742,41979,71,59
"2024","April","Vernier",6,998,1670,10551,23002,16396,55,46
"2024","April","Delémont",9,222,439,1907,3550,2986,45,27
"2024","April","Saignelégier",7,98,212,1062,1666,1123,41,29
"2024","April","Porrentruy",10,87,169,740,1132,806,31,22
"2024","April","Clos du Doubs",5,47,109,504,915,542,43,32
"2024","April","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","Mai","Kloten",7,1387,2599,29288,41924,30080,70,52
"2024","Mai","Opfikon",10,2285,4524,51473,79565,49883,70,57
